epoch,time_idx,O_N_mean,O_N_std,O_C5_mean,O_C5_std,N_C5_mean,N_C5_std,N_C2_mean,N_C2_std,N_C4_mean,N_C4_std,C5_C2_mean,C5_C2_std,C5_C4_mean,C5_C4_std,h_C5_signed_mean,h_C5_signed_std
1,0,2.845416307449341,0.015838654711842537,4.1866888999938965,0.10240724682807922,1.3643112182617188,0.07188552618026733,1.4688433408737183,0.010025705210864544,1.4784214496612549,0.011148023419082165,2.39152455329895,0.05842854082584381,2.3739633560180664,0.0628916546702385,0.7748178243637085,0.16672714054584503
1,1,2.8396759033203125,0.015929631888866425,4.230050563812256,0.10887157917022705,1.4022680521011353,0.09735773503780365,1.4655629396438599,0.010446448810398579,1.4746211767196655,0.012016039341688156,2.415881395339966,0.08534787595272064,2.39837384223938,0.0912528857588768,0.7555204033851624,0.17052416503429413
1,2,2.842491865158081,0.012766658328473568,4.250288963317871,0.0729440376162529,1.4272841215133667,0.05733104050159454,1.4668834209442139,0.008231567218899727,1.4755557775497437,0.009222532622516155,2.4410088062286377,0.04910913109779358,2.4278440475463867,0.05166278034448624,0.7963393330574036,0.1633347123861313
1,3,2.8462600708007812,0.014299352653324604,4.235045909881592,0.07802458107471466,1.4084945917129517,0.05325149744749069,1.4693324565887451,0.00915189366787672,1.4783741235733032,0.010237883776426315,2.43353009223938,0.04143202677369118,2.4222707748413086,0.04352078586816788,0.8197874426841736,0.16236558556556702
1,4,2.830484390258789,0.01428310852497816,4.284345626831055,0.08390280604362488,1.4423325061798096,0.059288881719112396,1.4591038227081299,0.008827146142721176,1.4665870666503906,0.00996861420571804,2.438593864440918,0.04492639750242233,2.4215385913848877,0.04584767296910286,0.7010353803634644,0.16972783207893372
1,5,2.846224784851074,0.01647062599658966,4.144932746887207,0.10574585199356079,1.3491308689117432,0.07000505179166794,1.4686791896820068,0.01063611265271902,1.4777390956878662,0.011856082826852798,2.374483108520508,0.05765221267938614,2.3547098636627197,0.06459590047597885,0.8166882395744324,0.15437322854995728
1,6,2.849375009536743,0.012484650127589703,4.228970050811768,0.08721163123846054,1.4155386686325073,0.08483864367008209,1.470732569694519,0.008128774352371693,1.4799307584762573,0.009131226688623428,2.4432222843170166,0.07282934337854385,2.4338550567626953,0.0761546790599823,0.880190372467041,0.1741114854812622
1,7,2.843484878540039,0.015819735825061798,4.234415531158447,0.09117001295089722,1.4048457145690918,0.07815364003181458,1.4679368734359741,0.010169119574129581,1.4769154787063599,0.011405224911868572,2.426774024963379,0.06633345037698746,2.4126083850860596,0.07022852450609207,0.7939384579658508,0.2015790343284607
1,8,2.843935012817383,0.017898958176374435,4.194116592407227,0.07987740635871887,1.4054899215698242,0.05972040817141533,1.4678148031234741,0.011636299081146717,1.4761040210723877,0.013161178678274155,2.416501522064209,0.049030814319849014,2.3991799354553223,0.053013432770967484,0.8403618335723877,0.20065858960151672
1,9,2.8586935997009277,0.020830512046813965,4.124948978424072,0.1600881814956665,1.3550024032592773,0.11337597668170929,1.4783092737197876,0.013783693313598633,1.4888293743133545,0.01566382311284542,2.3964297771453857,0.09411654621362686,2.3762099742889404,0.10444287955760956,0.930514395236969,0.20373356342315674
1,10,2.8512868881225586,0.021748922765254974,4.162145614624023,0.17265112698078156,1.405556321144104,0.10940932482481003,1.472668170928955,0.013862412422895432,1.4819080829620361,0.015607110224664211,2.4265482425689697,0.09076405316591263,2.4101057052612305,0.09761852771043777,0.9608292579650879,0.22667017579078674
1,11,2.8657028675079346,0.026596540585160255,4.004106044769287,0.2171913981437683,1.2870588302612305,0.1402827948331833,1.4820985794067383,0.016868824139237404,1.4920974969863892,0.018625525757670403,2.3420827388763428,0.10355004668235779,2.3200032711029053,0.11166683584451675,1.0316137075424194,0.2481055110692978
1,12,2.903109550476074,0.01919400691986084,3.6773877143859863,0.1711130291223526,1.175438642501831,0.1388520896434784,1.5055488348007202,0.011945098638534546,1.516045331954956,0.013653087429702282,2.2571170330047607,0.11243763566017151,2.226168632507324,0.12373565882444382,1.418178677558899,0.19554737210273743
1,13,2.8717923164367676,0.029745610430836678,4.063237190246582,0.16863404214382172,1.4092309474945068,0.13094182312488556,1.485793113708496,0.01864185556769371,1.4956190586090088,0.021359918639063835,2.4413251876831055,0.10490231215953827,2.429636001586914,0.11227444559335709,1.2236638069152832,0.33672669529914856
1,14,2.911991834640503,0.03660345450043678,4.120367050170898,0.18827581405639648,1.7716865539550781,0.228917196393013,1.5090869665145874,0.02069452591240406,1.5223361253738403,0.023591142147779465,2.739888906478882,0.18872468173503876,2.747939109802246,0.20289279520511627,1.9251216650009155,0.5412130355834961
1,15,2.971118450164795,0.03494913876056671,4.056384563446045,0.17052768170833588,2.0687408447265625,0.24932144582271576,1.5426090955734253,0.01897435262799263,1.5616998672485352,0.022057045251131058,2.9840731620788574,0.20391970872879028,3.0146656036376953,0.22165000438690186,2.6054389476776123,0.4708993434906006
1,16,2.9623911380767822,0.03529246896505356,4.048436164855957,0.14035871624946594,1.9175972938537598,0.2614063620567322,1.53999662399292,0.01879693567752838,1.5592718124389648,0.021499693393707275,2.8818933963775635,0.20095452666282654,2.9103140830993652,0.21781879663467407,2.370612144470215,0.5405148267745972
1,17,2.9329042434692383,0.04575689136981964,4.198270797729492,0.17317505180835724,1.6759110689163208,0.30571502447128296,1.5273545980453491,0.02577788010239601,1.549039363861084,0.030407119542360306,2.7260847091674805,0.2644282281398773,2.7466018199920654,0.2886413037776947,1.7004303932189941,0.6542222499847412
1,18,2.962078332901001,0.040356528013944626,4.269209861755371,0.20571286976337433,2.0214295387268066,0.28166547417640686,1.5416210889816284,0.02102101594209671,1.5649434328079224,0.024165606126189232,3.004763603210449,0.24078015983104706,3.041896343231201,0.26058393716812134,2.297802209854126,0.5873699188232422
1,19,2.9130845069885254,0.044278938323259354,4.338541507720947,0.18423552811145782,1.7225394248962402,0.3286372125148773,1.5173410177230835,0.025271790102124214,1.53779935836792,0.029553575441241264,2.761155605316162,0.28493812680244446,2.7798011302948,0.30829232931137085,1.5331004858016968,0.6396864056587219
1,20,2.883748769760132,0.032338548451662064,4.17603874206543,0.19149021804332733,1.3835498094558716,0.21510791778564453,1.4982178211212158,0.020206494256854057,1.5135997533798218,0.023242654278874397,2.465975046157837,0.17931324243545532,2.460829257965088,0.19480788707733154,1.0287643671035767,0.39348936080932617
1,21,2.9231810569763184,0.04621633142232895,4.181299686431885,0.1609049141407013,1.6001287698745728,0.276129812002182,1.521626591682434,0.026730790734291077,1.5420130491256714,0.031515561044216156,2.6612305641174316,0.23467646539211273,2.6747591495513916,0.25723522901535034,1.5507023334503174,0.6289977431297302
1,22,2.9225356578826904,0.04675256460905075,4.259119033813477,0.28962528705596924,1.6432998180389404,0.47416770458221436,1.521925926208496,0.026828644797205925,1.543199896812439,0.03201629966497421,2.7108778953552246,0.4126899540424347,2.7253572940826416,0.4472206234931946,1.525510311126709,0.7539416551589966
1,23,2.9022750854492188,0.02094869874417782,3.6466639041900635,0.13017208874225616,0.9605672955513,0.10950136929750443,1.507859468460083,0.014509803615510464,1.51997971534729,0.017260493710637093,2.125075101852417,0.10473904758691788,2.0764975547790527,0.12036579847335815,1.0374571084976196,0.1930006742477417
1,24,2.925889015197754,0.03088758885860443,3.7933030128479004,0.24413003027439117,1.1885459423065186,0.3135122060775757,1.5223174095153809,0.018645990639925003,1.5388541221618652,0.023446151986718178,2.330824375152588,0.26486843824386597,2.312610387802124,0.2931031286716461,1.3717025518417358,0.42493265867233276
1,25,2.915869951248169,0.02164706028997898,3.464040517807007,0.141095370054245,0.9230656623840332,0.12402903288602829,1.5156655311584473,0.0139789879322052,1.5255199670791626,0.01796051114797592,2.080120801925659,0.11441617459058762,2.026562452316284,0.1305195391178131,1.237878680229187,0.21216914057731628
1,26,2.919602870941162,0.016102803871035576,3.621365547180176,0.11590934544801712,0.9374076724052429,0.11506908386945724,1.5193812847137451,0.010478909127414227,1.5328688621520996,0.012800736352801323,2.1324312686920166,0.09708327800035477,2.086378335952759,0.11156120151281357,1.1011338233947754,0.19625122845172882
1,27,2.8851077556610107,0.020521914586424828,3.7299790382385254,0.15009266138076782,0.922808825969696,0.10656727105379105,1.4959020614624023,0.01411438174545765,1.5084245204925537,0.016197895631194115,2.0935914516448975,0.10097610950469971,2.0452609062194824,0.1182146891951561,0.7658029794692993,0.20186801254749298
1,28,2.916192054748535,0.020864691585302353,3.7988414764404297,0.15231476724147797,1.0530920028686523,0.1597602367401123,1.51789128780365,0.013583683408796787,1.5341131687164307,0.016249850392341614,2.233156681060791,0.13372674584388733,2.20538330078125,0.1515740603208542,1.0793030261993408,0.23763678967952728
